id,author,geometry,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
350,Thompson,tube,13.79,7012.0,-0.3338,4.7,4.7,318.0,7.0
351,Thompson,tube,13.79,5208.0,-0.0349,5.7,5.7,625.0,3.5
352,Thompson,tube,6.86,1899.0,,10.8,10.8,680.588,3.3
353,Thompson,tube,6.89,1926.0,0.2073,23.6,23.6,1972.0,2.4
354,Thompson,tube,13.79,963.0,0.0027,7.7,9.218,680.588,3.0
355,Thompson,tube,10.26,4611.0,,10.3,10.3,794.0,5.0
356,Williams,tube,11.03,2679.0,0.1404,9.5,9.5,1836.0,1.9
357,Thompson,tube,3.45,7554.0,0.0143,10.3,10.3,680.588,3.9
358,Thompson,tube,6.89,5900.0,,10.3,10.3,794.0,3.9
359,Thompson,tube,10.26,7500.0,-0.0943,9.218,12.8,610.0,3.2
360,Thompson,tube,10.26,7866.0,-0.0427,10.3,10.3,762.0,5.7
361,Weatherhead,tube,13.79,694.0,,7.7,7.7,457.0,2.8
362,Thompson,tube,13.79,2645.0,,7.7,7.7,680.588,2.7
363,Janssen,annulus,6.89,2807.0,-0.0975,5.6,5.6,2134.0,8.0
364,Thompson,tube,11.03,3315.69,,11.5,9.218,914.0,3.6
365,Williams,tube,13.79,4069.0,-0.0111,9.5,9.5,1836.0,3.6
366,Thompson,tube,6.89,734.0,0.1144,12.8,12.8,1930.0,2.5
367,Thompson,tube,7.0,4042.0,0.0281,10.8,10.8,864.0,3.8
368,Thompson,tube,13.79,1641.0,0.1077,7.8,7.8,591.0,2.8
369,Thompson,tube,13.79,4136.0,,9.218,4.7,318.0,3.8
370,Peskov,tube,12.0,4700.0,-0.0297,10.0,10.0,1000.0,5.5
371,Weatherhead,tube,13.79,685.0,,11.1,11.1,457.0,2.2
372,Thompson,tube,3.9,4136.0,-0.0404,5.6,9.218,432.0,5.5
373,Thompson,tube,6.86,2034.0,0.0029,10.8,10.8,680.588,4.3
374,Thompson,tube,6.89,4882.0,-0.0229,10.3,9.218,762.0,3.5
375,Thompson,tube,2.14,1500.0,-0.0466,15.0,120.0,10.0,4.3
376,Janssen,annulus,9.69,5615.0,0.0035,12.7,38.1,914.0,3.2
377,Williams,tube,13.79,1777.0,0.0883,9.5,9.5,1836.0,5.9
378,Thompson,tube,11.07,3391.0,0.0649,11.5,11.5,914.0,2.0
379,Thompson,tube,10.26,3933.0,-0.0653,10.3,10.3,762.0,4.1
380,Peskov,tube,16.0,4028.0,-0.1184,10.0,10.0,660.0,5.2
381,Beus,annulus,15.51,1356.0,,5.6,15.2,2134.0,1.2
382,Thompson,tube,6.89,4787.0,-0.0595,10.3,9.218,762.0,5.3
383,Thompson,tube,13.79,4204.0,,4.6,4.6,295.0,3.6
384,Janssen,annulus,6.89,5900.0,-0.0093,12.7,38.1,737.0,3.2
385,Janssen,annulus,5.54,1519.0,0.1058,12.7,42.3,1778.0,3.1
386,Thompson,tube,6.86,1031.0,0.0823,9.218,10.8,216.0,3.3
387,Thompson,tube,6.79,2034.0,,10.8,10.8,432.0,3.3
388,Janssen,annulus,5.51,1519.0,0.0642,12.7,42.3,1778.0,3.2
389,Thompson,tube,2.63,2753.0,,3.0,3.0,680.588,3.2
390,Thompson,tube,10.26,3315.69,-0.0801,1.9,1.9,152.0,10.7
391,Peskov,tube,14.235,1000.0,-0.0466,10.0,10.0,565.0,3.2
392,Beus,annulus,15.51,3701.0,0.0257,5.6,15.2,2134.0,4.1
393,Thompson,tube,13.79,1356.0,0.1524,7.7,7.7,680.588,1.6
394,Janssen,annulus,7.0,2807.0,0.0208,6.4,15.9,914.0,3.0
395,Thompson,tube,15.51,2251.0,-0.0638,1.9,9.218,152.0,2.7
396,Williams,tube,15.17,2658.0,0.009,9.5,9.5,35.0,2.7
397,Thompson,tube,10.34,3947.0,,10.3,9.218,762.0,2.2
398,Thompson,tube,18.96,3458.0,-0.192,1.9,9.218,696.0,2.8
399,Thompson,tube,6.86,4056.0,0.0129,10.8,10.8,864.0,3.9
400,Thompson,tube,10.26,3472.0,,1.9,1.9,696.0,3.5
401,Thompson,tube,3.9,4136.0,-0.0878,10.8,10.8,680.588,3.9
402,Beus,annulus,12.597,3665.0,,5.6,15.2,2134.0,2.2
403,Thompson,tube,6.89,5249.0,,9.218,10.3,762.0,4.8
404,Thompson,tube,10.26,4055.0,0.1113,10.8,10.8,216.0,6.7
405,Thompson,tube,13.79,1980.0,-0.0515,7.7,7.7,457.0,2.9
406,Thompson,tube,10.26,1085.0,0.0155,23.6,23.6,680.588,0.9
407,Thompson,tube,13.79,3757.0,,4.7,4.7,305.0,5.9
408,Weatherhead,tube,13.79,666.0,-0.3201,7.7,7.7,457.0,3.4
409,Thompson,tube,13.79,3947.0,0.0863,4.6,4.6,295.0,2.3
410,Thompson,tube,10.26,3315.69,0.0396,10.8,10.8,864.0,2.4
411,Williams,tube,15.17,2837.31,-0.0043,9.5,9.5,1836.0,3.2
412,Beus,annulus,12.597,1345.0,-0.0135,5.6,15.2,2134.0,2.0
413,Weatherhead,tube,6.89,1434.78,0.0144,7.7,7.7,457.0,2.5
414,Peskov,tube,10.0,4986.0,-0.0466,10.0,10.0,890.0,3.2
415,Thompson,tube,6.89,5859.0,,9.218,10.3,794.0,6.4
416,Janssen,annulus,9.65,2292.0,0.0208,12.7,42.3,1778.0,2.3
417,Kossolapov,plate,0.1,1484.0,,15.0,120.0,10.0,8.0
418,Peskov,tube,12.0,3784.0,-0.0465,10.0,10.0,660.0,4.3
419,Janssen,annulus,7.0,2173.925,-0.0329,6.4,34.52,914.0,8.2
420,Thompson,tube,10.34,7920.0,-0.1428,10.3,9.218,762.0,7.7
421,Thompson,tube,11.03,4136.0,0.099,1.9,9.218,696.0,2.8
422,Thompson,tube,13.79,5262.0,-0.3732,9.218,5.7,625.0,6.9
423,Peskov,tube,20.0,1842.0,-0.0007,10.0,10.0,1009.29,3.1
424,Beus,annulus,12.597,2707.0,0.0249,5.6,15.2,2134.0,3.4
425,Janssen,annulus,6.89,2173.925,0.0381,12.7,42.3,1778.0,3.7
426,Thompson,tube,3.86,3315.69,,10.8,9.218,432.0,4.7
427,Thompson,tube,17.24,2862.0,-0.0404,1.9,1.9,152.0,4.4
428,Thompson,tube,17.24,3076.0,-0.1761,1.9,1.9,696.0,2.3
429,Janssen,annulus,6.92,1533.0,,10.929,22.3,2591.0,2.6
430,Thompson,tube,13.79,2604.0,0.0334,7.7,7.7,457.0,2.2
431,Janssen,annulus,7.0,2292.0,0.0448,12.7,42.3,2743.0,2.8
432,Peskov,tube,13.79,1655.0,,7.7,7.7,1009.29,1.8
433,Thompson,tube,12.07,2618.0,-0.1005,1.9,1.9,25.0,2.3
434,Thompson,tube,6.86,4032.0,,10.8,10.8,680.588,3.1
435,Janssen,annulus,9.68,2173.925,-0.0456,6.4,15.9,914.0,3.5
436,Thompson,tube,18.96,3458.0,-0.103,1.9,1.9,152.0,4.8
437,Thompson,tube,15.17,2984.0,-0.1161,1.9,1.9,680.588,10.6
438,Thompson,tube,11.0,2034.0,,9.218,11.5,914.0,3.2
439,Thompson,tube,10.41,1370.0,0.1274,4.6,4.6,229.0,2.5
440,Janssen,annulus,6.89,2780.0,,12.7,38.1,737.0,3.1
441,Janssen,annulus,6.89,553.0,,12.7,38.1,737.0,3.1
442,Thompson,tube,13.79,7107.0,-0.424,4.7,9.218,318.0,3.0
443,Thompson,tube,13.79,3315.69,-0.0008,7.8,7.8,591.0,4.3
444,Thompson,tube,10.26,1085.0,0.0657,4.7,4.7,318.0,3.5
445,Thompson,tube,13.79,2699.0,-0.2106,4.7,4.7,318.0,5.9
446,Thompson,tube,18.96,2034.0,-0.2057,1.9,1.9,152.0,6.1
447,Thompson,tube,13.79,1275.0,0.1305,7.7,7.7,457.0,1.5
448,Williams,tube,13.79,1335.0,0.0537,9.5,9.5,1836.0,2.1
449,Thompson,tube,13.79,1316.0,,3.6,3.6,76.0,2.9
450,Thompson,tube,13.79,3703.0,,4.7,4.7,680.588,3.6
451,Thompson,tube,18.0,3315.69,-0.0465,10.0,10.0,1000.0,3.4
452,Thompson,tube,18.96,2740.0,-0.0364,1.9,1.9,152.0,4.8
453,Thompson,tube,10.26,3825.0,0.0102,23.6,23.6,1972.0,3.5
454,Thompson,tube,6.89,3315.69,0.0491,10.3,10.3,762.0,2.9
455,Thompson,tube,6.89,6266.0,,10.3,10.3,794.0,8.0
456,Richenderfer,plate,0.51,2000.0,,15.0,120.0,10.0,10.8
457,Thompson,tube,13.79,2034.0,0.022,7.7,7.7,680.588,2.1
458,Thompson,tube,10.26,2034.0,,10.8,9.218,432.0,3.4
459,Thompson,tube,6.89,734.0,,23.6,23.6,610.0,3.1
460,Weatherhead,tube,13.79,673.0,,9.127,11.1,457.0,1.3
461,Thompson,tube,6.89,5533.0,,10.3,10.3,794.0,4.2
462,Janssen,annulus,6.86,1519.0,,10.929,22.3,2743.0,2.9
463,Thompson,tube,10.34,7378.0,-0.1688,10.3,9.218,680.588,6.8
464,Janssen,annulus,6.92,2173.925,0.0369,8.5,34.52,1778.0,2.6
465,Thompson,tube,10.34,7893.0,-0.0383,10.3,10.3,762.0,3.4
466,Thompson,tube,18.27,1214.0,,3.0,3.0,35.0,2.5
467,Peskov,tube,12.0,4001.0,-0.0071,10.0,10.0,890.0,4.1
468,Weatherhead,tube,13.79,686.0,,11.1,9.127,457.0,2.2
469,Thompson,tube,6.72,4032.0,,9.218,10.8,1727.0,3.2
470,Thompson,tube,13.79,1233.0,0.0505,7.8,7.8,591.0,9.0
471,Thompson,tube,17.24,2889.0,-0.0414,9.218,1.9,680.588,4.0
472,Janssen,annulus,7.0,678.0,,6.4,15.9,914.0,2.8
473,Thompson,tube,6.89,6795.0,-0.0569,10.3,9.218,794.0,6.2
474,Weatherhead,tube,13.79,1370.0,-0.2653,7.7,7.7,457.0,1.9
475,Weatherhead,tube,13.79,677.0,,9.127,7.7,457.0,2.1
476,Thompson,tube,18.27,861.0,-0.1284,3.0,3.0,150.0,1.4
477,Thompson,tube,13.79,3648.0,,1.9,1.9,696.0,3.5
478,Thompson,tube,3.86,4069.0,0.0424,9.218,10.8,432.0,5.8
479,Kossolapov,plate,0.1,1668.0,,15.0,120.0,10.0,5.4
480,Thompson,tube,13.79,5316.0,-0.0398,4.7,4.7,318.0,4.3
481,Janssen,annulus,6.86,1519.0,0.1007,12.7,42.3,1778.0,2.1
482,Thompson,tube,13.79,1492.0,0.1275,7.8,7.8,591.0,2.5
483,Thompson,tube,15.51,3315.69,-0.0833,1.9,1.9,696.0,2.5
484,Peskov,tube,16.0,1617.0,-0.2306,10.0,10.0,890.0,1.0
485,Thompson,tube,10.26,1410.0,-0.1892,4.7,4.7,305.0,4.3
486,Thompson,tube,15.51,5601.0,,1.9,9.218,152.0,7.2
487,Thompson,tube,10.26,2061.0,,7.8,7.8,591.0,2.9
488,Thompson,tube,18.96,2184.0,,9.218,1.9,696.0,2.2
489,Thompson,tube,6.86,4069.0,,10.8,10.8,864.0,3.4
490,Richenderfer,plate,0.1,1000.0,-0.0434,15.0,120.0,10.0,6.5
491,Thompson,tube,13.79,2916.0,,7.8,7.8,591.0,1.0
492,Thompson,tube,10.26,3797.0,-0.0089,9.218,23.6,1972.0,4.7
493,Williams,tube,15.17,2676.0,0.1114,9.5,9.5,1836.0,1.4
494,Beus,annulus,15.51,1355.0,0.0568,5.6,15.2,2134.0,1.9
495,Thompson,tube,6.89,3703.0,,5.6,5.6,680.588,5.5
496,Thompson,tube,13.79,3315.69,0.1114,9.5,9.218,1836.0,1.6
497,Thompson,tube,13.79,759.0,0.0981,7.8,9.218,591.0,2.1
498,Thompson,tube,4.93,3865.0,0.1332,9.218,5.6,680.588,3.6
499,Beus,annulus,8.27,1355.0,-0.027,5.6,15.2,2134.0,2.1
500,Janssen,annulus,6.87,1519.0,0.0108,8.5,22.3,1740.109,5.3
501,Thompson,tube,12.07,2441.0,-0.0321,1.9,1.9,152.0,2.3
502,Beus,annulus,6.93,2726.0,,5.6,15.2,2134.0,2.1
503,Thompson,tube,3.45,6157.0,,3.6,3.6,76.0,6.7
504,Thompson,tube,13.79,1214.0,,7.8,7.8,591.0,2.3
505,Thompson,tube,7.34,3838.0,0.0433,10.8,10.8,864.0,2.9
506,Thompson,tube,12.07,2740.0,,1.9,1.9,152.0,5.4
507,Thompson,tube,6.89,3580.0,0.0363,5.6,5.6,432.0,4.2
508,Thompson,tube,10.26,3315.69,0.0196,10.3,10.3,762.0,3.3
509,Thompson,tube,12.07,3879.0,-0.0417,1.9,1.9,680.588,2.5
510,Thompson,tube,6.89,974.0,,4.7,4.7,318.0,3.5
511,Thompson,tube,13.79,1817.0,,7.8,9.218,591.0,3.0
512,Janssen,annulus,6.89,2173.925,0.0942,8.5,22.3,1829.0,2.3
513,Thompson,tube,13.79,1709.0,,7.8,7.8,591.0,2.0
514,Thompson,tube,11.1,4069.0,0.0787,9.218,11.5,680.588,2.3
515,Beus,annulus,13.79,3673.0,,5.6,15.2,2134.0,2.2
516,Peskov,tube,12.0,1000.0,,10.0,10.0,1009.29,8.1
517,Williams,tube,13.79,4073.0,,9.5,9.5,1836.0,2.1
518,Thompson,tube,13.79,2116.0,0.1056,7.8,7.8,591.0,3.6
519,Thompson,tube,0.51,1500.0,-0.0093,9.218,120.0,10.0,7.0
520,Thompson,tube,10.26,4032.0,0.1423,10.8,10.8,1727.0,3.9
521,Thompson,tube,6.89,3825.0,,23.6,23.6,610.0,4.8
522,Thompson,tube,13.79,3838.0,,1.9,1.9,152.0,4.3
523,Kossolapov,plate,0.1,1500.0,-0.0093,15.0,120.0,10.0,3.6
524,Thompson,tube,6.89,4069.0,0.0849,11.5,11.5,1727.0,2.6
525,Thompson,tube,3.86,2034.0,,9.218,10.8,432.0,4.4
526,Thompson,tube,10.26,1682.0,0.0025,8.0,8.0,680.588,4.6
527,Thompson,tube,6.89,5398.0,,12.8,12.8,1930.0,5.9
528,Beus,annulus,11.03,3662.0,0.0409,5.6,15.2,2134.0,1.7
529,Williams,tube,15.17,1332.0,0.0476,9.5,9.5,1836.0,2.3
530,Inasaka,tube,0.64,6700.0,,3.0,3.0,100.0,7.4
531,Williams,tube,11.03,2666.0,,9.5,9.5,1836.0,2.6
532,Thompson,tube,6.89,4286.0,-0.0264,9.218,10.3,762.0,6.7
533,Thompson,tube,6.89,3315.69,-0.0235,3.6,3.6,680.588,4.9
534,Weatherhead,tube,13.79,2021.0,,7.7,7.7,457.0,1.8
535,Thompson,tube,6.86,4055.0,0.0424,10.8,9.218,864.0,5.4
536,Thompson,tube,6.89,3811.0,-0.0614,9.218,23.6,1972.0,0.9
537,Weatherhead,tube,13.79,1434.78,0.0886,7.7,7.7,457.0,2.6
538,Peskov,tube,16.0,1000.0,-0.0297,10.0,10.0,565.0,2.4
539,Thompson,tube,10.26,1356.0,,7.8,7.8,591.0,2.9
540,Thompson,tube,18.96,2889.0,-0.1166,1.9,9.218,152.0,5.4
541,Thompson,tube,6.89,7893.0,,10.3,9.218,794.0,8.2
542,Mortimore,annulus,11.61,1339.0,,5.0,13.3,2134.0,2.1
543,Janssen,annulus,9.68,2292.0,0.0184,12.7,42.3,1740.109,3.3
544,Peskov,tube,12.0,4028.0,-0.0472,10.0,10.0,1300.0,2.5
545,Thompson,tube,13.79,1641.0,,9.218,7.8,591.0,6.8
546,Janssen,annulus,6.98,2173.925,0.1058,12.7,34.52,737.0,2.0
547,Thompson,tube,10.34,7907.0,-0.0992,10.3,10.3,680.588,3.2
548,Thompson,tube,6.89,6279.0,-0.0254,9.218,10.3,762.0,2.5
549,Thompson,tube,12.07,3445.0,-0.0296,9.218,1.9,152.0,3.7
550,Thompson,tube,6.89,1641.0,0.0051,12.4,12.4,680.588,6.8
551,Thompson,tube,7.0,2061.0,0.0302,5.6,5.6,432.0,5.7
552,Janssen,annulus,7.0,671.0,0.1824,10.929,22.3,2591.0,3.3
553,Thompson,tube,10.26,1736.0,0.0724,7.8,7.8,591.0,2.3
554,Thompson,tube,6.89,4048.0,0.0003,10.8,10.8,864.0,4.8
555,Thompson,tube,15.51,3315.69,,1.9,1.9,152.0,6.8
556,Thompson,tube,6.83,4123.0,0.0396,10.8,10.8,216.0,6.7
557,Williams,tube,15.17,1335.0,0.1282,9.5,9.5,1836.0,2.2
558,Thompson,tube,10.34,3315.69,-0.0102,9.218,10.3,762.0,5.7
559,Janssen,annulus,6.89,1980.0,,10.929,24.6,1778.0,3.7
560,Thompson,tube,10.26,4069.0,0.0143,10.8,9.218,680.588,4.0
561,Thompson,tube,0.1,5642.0,0.0864,1.0,1.0,38.0,5.6
562,Thompson,tube,6.72,3315.69,,10.8,10.8,1727.0,1.8
563,Thompson,tube,10.34,4150.0,-0.0997,10.3,10.3,762.0,5.4
564,Thompson,tube,10.26,1465.0,-0.001,7.8,7.8,591.0,14.7
565,Thompson,tube,13.79,3315.69,-0.1121,9.218,5.7,625.0,9.3
566,Beus,annulus,11.03,1355.0,0.0638,5.6,15.2,2134.0,1.6
567,Williams,tube,13.79,4083.0,,9.5,9.5,1836.0,3.4
568,Thompson,tube,6.89,5967.0,-0.0298,10.3,10.3,680.588,3.9
569,Thompson,tube,13.79,1035.0,0.1422,7.8,7.8,591.0,2.3
570,Thompson,tube,6.79,4123.0,,10.8,9.218,432.0,5.3
571,Thompson,tube,6.89,1899.0,,10.8,10.8,432.0,4.9
572,Thompson,tube,13.79,1351.0,0.0226,7.7,7.7,457.0,2.6
573,Peskov,tube,12.0,1944.0,-0.0514,10.0,10.0,1009.29,4.7
574,Weatherhead,tube,13.79,1804.0,,9.127,11.1,457.0,2.0
575,Thompson,tube,6.83,3315.69,0.028,9.218,10.8,1727.0,2.5
576,Beus,annulus,13.79,1345.0,0.1274,5.6,15.2,2134.0,1.8
577,Thompson,tube,13.79,7391.0,-0.0925,9.218,4.7,318.0,6.8
578,Janssen,annulus,6.92,1519.0,,8.5,24.6,1778.0,2.2
579,Beus,annulus,13.79,2310.25,,5.6,15.2,2134.0,2.3
580,Weatherhead,tube,13.79,932.0,0.0484,7.7,7.7,457.0,2.5
581,Thompson,tube,13.79,783.0,-0.1146,9.218,4.7,318.0,3.8
582,Thompson,tube,13.79,1339.0,,9.218,9.218,457.0,1.9
583,Thompson,tube,13.79,5384.0,-0.3924,5.7,5.7,680.588,7.3
584,Thompson,tube,13.79,3315.69,,4.7,9.218,318.0,2.6
585,Weatherhead,tube,13.79,705.0,0.0001,7.7,7.7,457.0,4.3
586,Thompson,tube,10.96,2712.0,0.0997,11.5,11.5,1524.0,0.9
587,Thompson,tube,6.93,4059.0,0.0929,10.8,10.8,1727.0,2.5
588,Thompson,tube,18.96,2184.0,,1.9,1.9,696.0,2.7
589,Thompson,tube,13.79,3472.0,0.0442,9.218,9.218,318.0,4.3
590,Thompson,tube,6.89,3703.0,0.1978,5.6,5.6,432.0,2.9
591,Thompson,tube,6.89,959.0,-0.065,9.218,23.6,610.0,3.0
592,Richenderfer,plate,0.2,1000.0,-0.0218,15.0,120.0,10.0,5.0
593,Kossolapov,plate,0.1,1500.0,-0.0385,15.0,120.0,10.0,6.2
594,Thompson,tube,0.1,3315.69,,1.0,1.0,1650.0,3.2
595,Peskov,tube,10.0,1944.0,-0.103,37.5,37.5,1953.0,5.2
596,Thompson,tube,13.79,2604.0,,1.9,1.9,696.0,3.0
597,Mortimore,annulus,11.03,2693.0,0.1331,5.0,13.3,2134.0,1.9
598,Thompson,tube,13.79,1994.0,-0.1674,11.1,11.1,457.0,3.3
599,Peskov,tube,16.0,4700.0,-0.0929,10.0,10.0,660.0,5.1
600,Thompson,tube,11.07,4069.0,0.0669,11.5,11.5,914.0,2.0
601,Thompson,tube,10.26,5221.0,,4.7,4.7,318.0,3.6
602,Williams,tube,11.03,2837.31,0.0249,9.5,9.5,1836.0,2.4
603,Thompson,tube,13.79,3648.0,-0.1169,9.218,4.7,318.0,6.0
604,Thompson,tube,13.79,3315.69,0.1274,4.6,9.218,680.588,4.4
605,Thompson,tube,6.89,5425.0,-0.0553,10.3,10.3,794.0,6.8
606,Janssen,annulus,9.68,2173.925,,10.929,15.9,914.0,3.1
607,Thompson,tube,13.79,1313.0,-0.0053,5.7,5.7,625.0,2.1
608,Thompson,tube,6.79,4014.0,,9.218,10.8,216.0,7.0
609,Thompson,tube,13.79,1298.0,,7.8,7.8,591.0,2.6
610,Peskov,tube,10.0,1944.0,,10.0,10.0,1000.0,4.0
611,Beus,annulus,15.51,2310.25,,5.6,15.2,2134.0,1.1
612,Thompson,tube,7.0,4056.0,0.0763,9.218,10.8,864.0,3.4
613,Thompson,tube,7.0,2061.0,0.099,5.6,9.218,432.0,3.7
614,Thompson,tube,12.08,4001.0,-0.0443,1.9,1.9,152.0,4.6
615,Thompson,tube,18.27,688.0,-0.1184,3.0,9.218,150.0,1.5
616,Janssen,annulus,7.0,2173.925,,12.7,42.3,1778.0,2.0
617,Thompson,tube,3.45,5967.0,0.0045,10.3,9.218,762.0,4.8
618,Thompson,tube,10.34,5832.0,-0.1171,10.3,9.218,762.0,6.0
619,Thompson,tube,6.89,5289.0,,10.3,10.3,794.0,5.9
620,Thompson,tube,6.89,6618.0,,10.3,9.218,762.0,4.9
621,Thompson,tube,12.07,2740.0,,9.218,1.9,152.0,2.4
622,Thompson,tube,6.89,3315.69,-0.0962,10.3,10.3,680.588,5.9
623,Thompson,tube,13.79,2563.0,,3.6,3.6,76.0,3.6
624,Janssen,annulus,6.89,5642.0,-0.0042,6.4,15.9,1740.109,4.5
625,Thompson,tube,13.79,4964.0,0.0874,4.7,4.7,318.0,3.9
626,Beus,annulus,8.27,1355.0,0.2195,5.6,15.2,2134.0,2.1
627,Thompson,tube,13.79,678.0,,7.7,7.7,680.588,1.8
628,Beus,annulus,12.597,3673.0,,5.6,15.2,2134.0,3.2
629,Thompson,tube,12.41,542.0,0.1619,19.8,19.8,610.0,1.7
630,Thompson,tube,12.34,4500.0,,3.0,3.0,680.588,3.3
631,Thompson,tube,6.83,3838.0,,9.218,10.8,680.588,4.2
632,Peskov,tube,14.235,2740.0,0.08,10.0,10.0,1650.0,1.8
633,Beus,annulus,11.03,3677.0,,5.6,15.2,2134.0,1.3
634,Inasaka,tube,0.548571,685.0,-0.1224,3.0,3.0,150.0,2.4
635,Peskov,tube,10.0,3770.0,-0.0187,10.0,10.0,565.0,3.9
636,Beus,annulus,11.03,2726.0,0.0114,5.6,15.2,2134.0,2.1
637,Thompson,tube,10.26,3960.0,0.0108,10.3,10.3,762.0,4.6
638,Thompson,tube,11.03,3315.69,0.0733,9.3,9.3,1727.0,2.4
639,Thompson,tube,17.24,3315.69,-0.0156,9.218,1.9,152.0,8.6
640,Thompson,tube,12.07,4042.0,-0.0321,1.9,9.218,152.0,6.9
641,Peskov,tube,14.235,1370.0,-0.0472,10.0,10.0,1650.0,2.5
642,Thompson,tube,10.26,3315.69,,10.8,10.8,680.588,4.8
643,Thompson,tube,13.79,1777.0,0.0406,7.8,9.218,591.0,2.0
644,Thompson,tube,13.79,1356.0,0.0818,7.7,9.218,457.0,1.5
645,Thompson,tube,13.79,4774.0,,4.7,4.7,318.0,4.9
646,Janssen,annulus,6.89,1519.0,0.0113,12.7,42.3,1778.0,3.1
647,Thompson,tube,12.07,3201.0,,1.9,1.9,696.0,2.9
648,Williams,tube,11.03,4073.0,0.015,9.5,9.5,1836.0,2.3
649,Weatherhead,tube,13.79,1356.0,,7.7,7.7,457.0,4.6
650,Thompson,tube,6.89,6795.0,,10.3,10.3,680.588,6.6
651,Thompson,tube,13.79,1286.0,,9.218,7.8,591.0,3.5
652,Thompson,tube,13.79,1383.0,,7.8,9.218,591.0,2.8
653,Thompson,tube,13.79,2373.0,0.1523,7.8,7.8,591.0,2.0
654,Thompson,tube,6.89,3757.0,-0.0629,10.3,10.3,762.0,4.9
655,Thompson,tube,13.79,1356.0,0.1476,7.7,7.7,457.0,2.3
656,Thompson,tube,10.26,793.0,0.0459,5.7,5.7,625.0,1.4
657,Richenderfer,plate,0.455,1500.0,,15.0,120.0,10.0,5.2
658,Thompson,tube,6.89,4001.0,,9.218,10.3,680.588,5.6
659,Thompson,tube,10.26,4042.0,0.0117,10.8,10.8,680.588,4.7
660,Beus,annulus,11.03,1354.0,-0.027,5.6,15.2,2134.0,2.6
661,Thompson,tube,13.79,3648.0,0.0833,4.7,4.7,318.0,3.2
662,Weatherhead,tube,13.79,1370.0,-0.2201,9.127,3.0,150.0,4.5
663,Weatherhead,tube,13.79,2007.0,,7.7,7.7,457.0,2.3
664,Thompson,tube,13.79,3315.69,0.1038,9.218,7.8,591.0,2.2
665,Thompson,tube,10.26,4855.0,-0.1209,10.3,10.3,762.0,12.9
666,Thompson,tube,10.34,3933.0,-0.0257,10.3,9.218,762.0,5.8
667,Thompson,tube,6.86,3513.0,,10.8,10.8,432.0,3.5
668,Thompson,tube,12.07,3214.0,-0.1224,1.9,1.9,152.0,3.9
669,Thompson,tube,6.72,3838.0,-0.0198,10.8,10.8,432.0,5.9
670,Thompson,tube,12.07,2387.0,-0.1536,9.218,9.218,152.0,8.5
671,Beus,annulus,8.27,3684.0,,5.6,15.2,2134.0,3.1
672,Weatherhead,tube,13.79,1344.0,-0.0487,11.1,11.1,457.0,3.9
673,Thompson,tube,13.79,3811.0,0.001,9.218,1.9,152.0,5.9
674,Thompson,tube,10.26,1031.0,,1.9,1.9,152.0,2.8
675,Thompson,tube,12.0,1000.0,-0.0868,10.0,10.0,565.0,5.5
676,Thompson,tube,6.89,762.0,-0.0373,10.3,10.3,762.0,3.5
677,Williams,tube,13.79,1390.0,,9.5,9.5,1836.0,1.0
678,Thompson,tube,6.89,1031.0,0.0036,10.8,10.8,216.0,3.8
679,Thompson,tube,6.89,3315.69,0.1562,12.8,12.8,1930.0,2.3
680,Richenderfer,plate,0.455,1500.0,-0.0204,15.0,120.0,10.0,5.9
681,Beus,annulus,11.03,1356.0,0.2195,5.6,15.2,2134.0,2.3
682,Thompson,tube,6.89,7554.0,-0.0008,10.3,9.218,680.588,5.0
683,Thompson,tube,13.79,5900.0,-0.0424,4.7,4.7,318.0,3.2
684,Weatherhead,tube,13.79,1370.0,0.064,7.7,9.127,457.0,2.8
685,Thompson,tube,3.45,5967.0,,10.3,10.3,762.0,5.3
686,Thompson,tube,7.0,2102.0,,10.8,10.8,680.588,2.6
687,Thompson,tube,10.24,1343.0,0.1312,9.218,4.6,229.0,3.5
688,Thompson,tube,10.26,2889.0,,9.218,9.218,152.0,6.8
689,Peskov,tube,12.0,4986.0,,10.0,10.0,1000.0,4.1
690,Thompson,tube,6.93,1926.0,,10.8,10.8,216.0,3.2
691,Beus,annulus,8.27,1364.0,0.1712,5.6,15.2,2134.0,0.9
692,Janssen,annulus,7.0,2278.0,0.0448,12.7,42.3,1778.0,3.6
693,Richenderfer,plate,0.1,1500.0,,15.0,120.0,1300.0,5.3
694,Williams,tube,15.17,1000.0,0.0392,9.5,9.5,1836.0,2.7
695,Thompson,tube,6.86,4055.0,,10.8,10.8,864.0,2.5
696,Thompson,tube,15.51,2319.0,-0.0137,1.9,1.9,152.0,4.5
697,Janssen,annulus,6.92,1519.0,0.0622,8.5,24.6,1778.0,4.2
698,Thompson,tube,6.79,4059.0,0.0133,10.8,10.8,864.0,3.7
699,Thompson,tube,18.27,1221.0,,3.0,9.218,150.0,1.6
700,Thompson,tube,6.89,5615.0,0.1088,8.0,9.218,610.0,4.9
701,Thompson,tube,10.26,1354.0,0.0262,23.6,23.6,610.0,2.2
702,Weatherhead,tube,13.79,2658.0,,7.7,7.7,457.0,2.3
703,Thompson,tube,11.03,4069.0,0.0547,9.3,9.3,762.0,2.7
